itjuzi_id,itjuzi_name,haituo_name,haituo_id,isrepeat
1151,BOLDstart Ventures,查无,,
1152,Atlantic Capital Partners,查无,,
1153,探路者,查无,,
1154,Drive Capital,查无,,
1155,Huron River Ventures,查无,,
1156,Alpha Capital,查无,,
1157,Valor Capital Group,查无,,
1158,国投高科,查无,,
1159,Higgland Capital Partners高原资本全球,查无,,
1160,Trident Capital,查无,,
1161,美蓝投资,查无,,
1162,RDSeed,查无,,
1163,Access Industries,查无,,
1164,Lion Wells Capital,查无,,
1165,翰潭投资,查无,,
1166,StarVest Partners,查无,,
1167,Activant Capital,查无,,
1168,Difference Capital,查无,,
1169,Gloabal Founders Capital,查无,,
1170,Beyond Digital Media,查无,,
1171,Talis Capital,查无,,
1172,AVentures Capital,查无,,
1173,Apex Venture Partners,查无,,
1174,River Cities Capital Funds,查无,,
1175,GitHub,查无,,
1176,都福集团,查无,,
1177,The Danish National Advanced Technology Found,查无,,
1178,Arthur Ventures,查无,,
1179,深圳厚德前海基金,厚德前海基金,13986,
1180,中凌晟银,中凌晟银,7652,
1181,阳光游戏,查无,,
1183,厦门国贸控股,厦门国贸控股,3385,
1184,Qualitas Equity Partners,查无,,
1185,FJME Ventures,查无,,
1186,Rhodium,查无,,
1187,2B Angels,查无,,
1188,TMT Investments,查无,,
1189,SmartCap AS,查无,,
1190,Wiser Financial Advisors-WFA,查无,,
1191,中援应急投资有限公司,查无,,
1192,爱旅行,查无,,
1193,Himalaya Capital Ventures,查无,,
1194,IAC,查无,,
1195,Madrone Capital Partners,MadroneCapitalPartners,619,
1196,Rogue Venture Partners,查无,,
1197,Portland Seed Fund,查无,,
1198,搜房网,查无,,
1199,兰亭集势,兰亭集势,1412,
1200,IPV Capital/盈富泰克,盈富泰克创业投资有限公司,4538,
1201,Chinergy Capital,查无,,
1202,Pinterest,查无,,
1203,Updata Partners,查无,,
1204,New Markets Venture Partners,查无,,
1205,Medtronic美敦力,美敦力大中华区,1381,
1206,OpenView Venture Partners,查无,,
1207,Claremont Creek Ventures,查无,,
1208,TPG Biotech,查无,,
1209,FireEye,查无,,
1210,Siemer Ventures,查无,,
1211,Dream Incubator,查无,,
1212,PS27 Ventures,查无,,
1213,365 Retail Markets,查无,,
1214,NBC Universal(NBC环球),查无,,
1215,Windsor Media,查无,,
1216,Raven Capital,查无,,
1217,Europlay Capital Advisors,查无,,
1218,初灵信息,杭州初灵信息技术股份有限公司,10153,
1219,PTC,查无,,
1220,DG Incubation,查无,,
1221,上海创业投资有限公司,上海创业投资有限公司,23663,
1222,张江火炬创投,上海张江火炬创业投资有限公司,24066,
1223,和玉另类投资,查无,,
1224,Rho Ventures,查无,,
1225,贝祥投资集团,贝祥投资集团,3051,
1226,东方国信,北京东方国信科技股份有限公司,2195,
1227,爱康国宾,查无,,
1228,ScribbleLive,查无,,
1231,Frontier Capital,查无,,
1232,Target Partners,查无,,
1236,XSeed Capital,查无,,
1237,lool ventures,查无,,
1238,百圆裤业,山西百圆裤业连锁经营股份有限公司,6275,
1239,Sunstone Capital,索通发展股份有限公司,8647,
1240,坚果资本,厦门国海坚果投资管理有限公司,164,
1241,United Ventures,查无,,
1242,Quest Venture Partners,QuestVenturePartners,4780,
1244,Global Founders Capital,查无,,
1245,Translink Capital,TransLink Capital,23641,
1246,Motorola Solutions Venture Capital,查无,,
1247,紫光集团有限公司,紫光集团有限公司,8060,
1248,Xilinx,查无,,
1249,森马服饰,浙江森马服饰股份有限公司,2714,
1250,中文在线,中文在线数字出版集团股份有限公司,9602,
1251,新华网,新华网股份有限公司,10377,
1252,Kapipal,查无,,
1253,群兴玩具,广东群兴玩具股份有限公司,6252,
1254,Advance Publications,Advance,28377,
1255,.406 Ventures,查无,,
1256,Riverside Partners,查无,,
1257,Digital Magics,查无,,
1258,Illuminate Ventures,查无,,
1259,TVC Capital,查无,,
1260,Access Venture Partners,查无,,
1262,Square Peg Capital,查无,,
1263,Vanedge Capital,查无,,
1264,High Peaks Venture Partners,查无,,
1265,Camden Partners,查无,,
1266,Cambia Health Solutions,查无,,
1267,大东南,浙江大东南股份有限公司,8388,
1268,神州信息,神州信息,2819,
1269,Piton Capital,查无,,
1270,Texas Atlantic Capital,查无,,
1271,Crest Capital Ventures,查无,,
1272,Project A Ventures,查无,,
1274,浩然资本,浩然资本,4971,
1275,ABS Capital Partners,ABS Capital,28761,
1276,Signal Peak Ventures,查无,,
1277,Relay Ventures,Relay投资,28435,
1278,Kindler Capital,查无,,
1279,MI Ventures,查无,,
1280,Cayuga Venture Fund,查无,,
1281,I2BF Global Ventures,查无,,
1282,Maryland Venture Fund,查无,,
1283,ICG Ventures,查无,,
1284,Fairhaven Capital Partners,查无,,
1285,Kickstart Seed Fund,查无,,
1286,惠普,惠普,3599,
1287,蓝色经济区产业投资基金,蓝色经济区产业基金管理有限公司,24442,
1288,LionBird,查无,,
1289,微玺投资,查无,,
1290,Albion Ventures,查无,,
1291,Omidyar Network,查无,,
1292,Zillow,查无,,
1293,Prime Ventures,查无,,
1294,Sussex Place Ventures,查无,,
1295,Playfair Capital,查无,,
1296,Jerusalem Venture Partners(JVP),查无,,
1297,Gefinor Capital,查无,,
1298,Advantage Capital Partners,Advantage Partners,23549,
1299,Rand Capital,查无,,
1300,元素资本,元素资本,3730,
1301,Atlanta Technology Angels,查无,,
1302,Upstate Carolina Angel Network,查无,,
1304,世纪鼎利,珠海世纪鼎利科技股份有限公司,10120,
1305,吴通通讯,江苏吴通通讯股份有限公司,2241,
1306,Nippon Venture Capital,"Nippon Venture Capital Co., Ltd.",23617,
1307,Lakewest Venture Partners,查无,,
1308,NewSpring Capital,查无,,
1309,IMJ Investment Partners Pte. Ltd,查无,,
1310,Red Dot Ventures,查无,,
1311,Initial Capital,查无,,
1312,优酷土豆-合一集团,优酷土豆-合一集团,3505,
1313,FirstData,查无,,
1314,K CUBE VENTURES,查无,,
1315,CardCash.com,查无,,
1316,腾邦国际,深圳市腾邦国际商业服务股份有限公司,8980,
1317,Wing Venture Partners,查无,,
1318,Life.SREDA,查无,,
1319,Tech Coast Angels,查无,,
1320,CSDN,查无,,
1321,友阿股份,查无,,
1322,Scientific Games Corporation,查无,,
1323,Baroda Ventures,查无,,
1324,Aeris Capital,查无,,
1325,EDB Investments,查无,,
1326,Susa Ventures,查无,,
1327,TenOneTen Ventures,查无,,
1328,LVenture Group,查无,,
1329,NextBig三万弘合投资,查无,,
1330,绵石投资,北京绵石投资集团股份有限公司,8681,
1331,世纪互联,查无,,
1332,线性资本LinearVenture,上海线性投资管理有限公司,529,
1333,丹华资本,丹华资本,29205,
1334,SG VC,查无,,
1335,大智慧,上海大智慧股份有限公司,10341,
1336,远镜创投,远镜中国连锁成长基金,4313,
1337,维思资本,维思资本,4761,
1338,Columbus Nova Technology Partners,查无,,
1339,大连控股,查无,,
1340,五甲万京,查无,,
1341,Optus Innov8,查无,,
1342,Sydney Angels Sidecar Fund,查无,,
1343,如山投资,浙江如山投资管理有限公司,7895,
1344,中金公司,中国国际金融有限公司,4358,
1345,源码资本,北京源码资本投资有限公司,4553,
1346,百视通,百视通,671,
1347,欢聚时代(YY多玩),欢聚时代,142,
1348,RockPort Capital Partners,RockPort Capital,28660,
1349,825新媒体产业基金,查无,,
1350,DBJ Capital,查无,,
1351,Mizuho Venture Capital,查无,,
1352,清控科创控股,清控科创控股股份有限公司,854,
1353,Finnish Industry Investment,查无,,
1354,Lifeline Ventures,查无,,
1355,Earlybird Venture Capital,Earlybird,13478,
1356,志成资本,深圳市志成资本管理有限公司,4339,
1357,光合创投(光合基金),光合创投,69,
1358,和光资本,和光资本,3474,
1359,云启资本,云启资本,1261,
1360,安卓信创投,安卓信创投,29204,
1361,盛磐投资,盛磐投资,13580,
1362,蓝湖资本,蓝湖资本,4891,
1363,知卓资本,知卓资本,6714,
1364,弘晖资本,弘晖资本,5000,
1365,力合清源,深圳力合清源创业投资管理有限公司,205,
1366,无穹创投,无穹创投,6793,
1367,Artesian Capital Management,ArtesianCapital,4774,
1368,Macquarie麦格理,麦格理投资集团,225,
1369,恒泰资本CHT Capital,恒泰资本,3519,
1370,崇德投资,崇德资本投资,724,
1371,融银资本,融银资本投资管理有限公司,24448,
1372,早鸟基金,上海早鸟投资管理中心（有限合伙）,13603,
1373,久邦数码,久邦数码,29869,
1374,暴龙投资,暴龙投资,8044,
1375,赛伯乐投资,赛伯乐投资,6686,
1376,58同城,58同城,3293,
1377,乐顺创投,乐顺创投,13555,
1378,华盛基金,华盛基金,5037,
1379,毅达资本,江苏毅达股权投资基金管理有限公司,4520,
1380,Tembusu Partners,天宝富投资合伙公司,23979,
1381,Great Hill Partners,查无,,
1382,娱乐工场,娱乐工场,5330,
1383,龙腾资本,龙腾资本集团,776,
1384,松树资本,松树资本,4687,
1385,安思晟投资ACEON,安思晟投资,656,
1386,伯藜创投,伯藜创投,691,
1387,达泰资本,苏州达泰创业投资管理有限公司,5052,
1388,青云创投,北京青云创业投资管理有限公司,851,
1389,住友商事亚洲资本,住友商事亚洲资本股份有限公司,23780,
1390,瀚霖资本,瀚霖创投,7949,
1391,凤凰新媒体,查无,,
1392,小马蜂创投,小马蜂创投,533,
1393,易一天使,重庆易一天使投资有限公司,24168,
1394,东华软件,东华软件股份公司,10017,
1395,Shutterfly,查无,,
1396,今日投资,广州今日投资有限公司,23773,
1397,Altpoint Ventures,查无,,
1398,洪泰基金,洪泰基金,111,
1399,Spectrum Equity,查无,,
1400,衡锐资本,衡锐资本,13524,
1401,红石诚金,红石诚金,7908,
1403,中传集团(中传视讯),查无,,
1404,QueensBridge Venture Partners,查无,,
1405,Sigma West,查无,,
1407,伙伴创投,伙伴创投,890,
1408,源政投资,源政投资,4555,
1409,联想创投集团,联想创投集团(乐基金),3522,
1410,Massachusetts Technology Development Corporat,查无,,
1411,Sapphire Ventures,查无,,
1412,四川圣达,四川圣达实业股份有限公司,2027,
1413,易车网,易车网,4294,
1414,富春通信,富春通信股份有限公司,2244,
1415,新鸿基,新鸿基有限公司,11355,
1416,以太资本,艾普拉斯投资顾问（北京）有限公司,7468,
1417,虎童基金,虎童股权投资基金管理（天津）有限公司,123,
1418,天使投资人王刚,天使投资人王刚,3498,
1419,邦易资本,邦易资本,24503,
1420,九易资本,查无,,
1421,烽火通信,烽火通信科技股份有限公司,10314,
1422,深圳中电投资股份有限公司,深圳中电投资股份有限公司,3779,
1423,LookSharp,查无,,
1424,中国动力控股(China Dynamics),中国动力控股(China Dynamics),3985,
1425,Allos Ventures,查无,,
1426,Fits.me,查无,,
1427,Twitch,查无,,
1428,Paladin Capital Group,百利大有限公司,10848,
1429,Flipkart,查无,,
1430,艾格拉斯,艾格拉斯股份有限公司,10082,
1431,新宁物流,江苏新宁现代物流股份有限公司,2127,
1432,信天创投,深圳极地信天创业投资有限公司,4270,
1433,信雅达,信雅达系统工程股份有限公司,6872,
1434,山水文化,山西广和山水文化传播股份有限公司,8713,
1435,中讯软件,查无,,
1436,康达尔集团,深圳市康达尔(集团)股份有限公司,9803,
1437,Runa Capital,查无,,
1438,SolarCity,查无,,
1439,恺英网络,恺英网络股份有限公司,10076,
1440,川岳投资,查无,,
1441,Adobe Systems,查无,,
1442,卧龙电气,卧龙电气集团股份有限公司,9167,
1443,九盈投资,九盈投资,23757,
1444,Snapdeal,查无,,
1445,Mantella Venture Partners,查无,,
1446,Advancit Capital,查无,,
1447,东方汇银资本,佛山市东方汇银资本管理有限公司,23687,
1448,复星医药,上海复星医药（集团）股份有限公司,954,
1449,无名创投,查无,,
1450,Baillie Gifford,查无,,
1451,Snapchat,查无,,
1452,21st Century Fox,查无,,
1453,香格里拉,香格里拉(亚洲)有限公司,11530,
1454,Line,查无,,
1455,GIC新加坡政府投资公司,新加坡政府投资有限公司,23584,
1456,易宝支付,查无,,
1458,Intial Capital,查无,,
1459, 青山资本,青山同创投资有限公司,849,
1460,博派资本,博派资本,697,
1461,同渡资本,同渡资本,4733,
1462,天音通信,天音通信控股股份有限公司,10006,
1463,KiwiTech,查无,,
1464,歌华有线,北京歌华有线电视网络股份有限公司,2273,
1465,Aeria Games,查无,,
1466,万达集团,万达集团,4742,
1467,德国亚特拉斯风险投资集团,查无,,
1468,三五互联,厦门三五互联科技股份有限公司,2145,
1469,钜铖资本,查无,,
1470,西证股权投资,西证股权投资有限公司,24459,
1471,亿信投资,查无,,
1472,天鸽互动,天鸽互动,4714,
1473,三胞集团,三胞集团,4624,
1474,MindWorks Ventures概念资本,概念资本,3450,
1475,Sirius Venture Capital,查无,,
1476,韩投伙伴,韩投伙伴,13798,
1477,京北投资,北京京北投资管理有限公司,4829,
1478,基本概念BiCi启孜,查无,,
1479,Rebright Partners,查无,,
1480,野马国际,查无,,
1481,湖畔山南资本,杭州湖畔山南资本管理有限公司,5017,
1482,IFC国际金融公司,IFC,7225,
1483,VSCO,查无,,
1484,江粉磁材,广东江粉磁材股份有限公司,2097,
1485,创新公园,查无,,
1486,宝诚股份,宝诚股份,5581,
1487,51talk,查无,,
1488,Tinder,查无,,
1489,ATA教育,查无,,
1490,红岭创投,深圳市红岭创业投资企业（有限合伙）,3757,
1491,艾瑞资本(艾瑞),艾瑞资本,646,
1492,黑马基金,黑马基金,4987,
1493,起源资本,起源资本,837,
1494,博信资本,博信资本,701,
1495,元璟资本,杭州元璟投资管理有限公司,4547,
1496,中信金石投资,金石投资有限公司,7749,
1497,长江国弘,上海长江国弘投资管理有限公司,4580,
1498,恩惟资本,恩惟资本,7898,
1499,正和岛正和磁系资本,北京正和岛联合投资管理合伙企业（有限合伙）,7638,
1500,博叡创投,深圳市博叡创业投资有限公司,23887,
